ID_REF	GSM1629293	GSM1629228	GSM1629312	GSM1629289	GSM1629259	GSM1629252	GSM1629280	GSM1629313	GSM1629223	GSM1629296	GSM1629201	GSM1629263	GSM1629273	GSM1629256	GSM1629267	GSM1629226	GSM1629208	GSM1629217	GSM1629194	GSM1629297	GSM1629271	GSM1629207	GSM1629307	GSM1629277	GSM1629213	GSM1629224	GSM1629234	GSM1629232	GSM1629274	GSM1629264	GSM1629250	GSM1629279	GSM1629225	GSM1629204	GSM1629294	GSM1629214	GSM1629231	GSM1629230	GSM1629211	GSM1629218	GSM1629222	GSM1629265	GSM1629227	GSM1629206	GSM1629197	GSM1629216	GSM1629286	GSM1629205	GSM1629304	GSM1629209	GSM1629300	GSM1629212	GSM1629242	GSM1629299	GSM1629287	GSM1629202	GSM1629249	GSM1629241	GSM1629305	GSM1629269	GSM1629270	GSM1629301	GSM1629258	GSM1629255	GSM1629275	GSM1629219	GSM1629248	GSM1629220	GSM1629310	GSM1629196	GSM1629253	GSM1629195	GSM1629251	GSM1629203	GSM1629243	GSM1629239	GSM1629237	GSM1629247	GSM1629309
cg04525491	0.02058941	0.03676496	0.02098371	0.045178	0.0410862	0.02936523	0.04120858	0.02948338	0.02886953	0.03988782	0.03756152	0.02608912	0.0425574	0.0002655803	0.08740159	0.06027182	0.03191344	0.03704244	0.03997315	0.05067993	0.02991264	0.03699706	0.02299507	0.05474117	0.03575737	0.06872033	0.02498062	0.01677296	0.03305622	0.02720541	0.05754383	0.04341237	0.02826028	0.0332501	0.08235192	0.0448419	0.03537299	0.02383398	0.02272626	0.09251928	0.0293406	0.02005506	0.02618909	0.04453037	0.03818018	0.03372113	0.1161395	0.04097331	0.04162153	0.06198715	0.05447737	0.0398623	0.02680849	0.15849860000000002	0.04648412	0.15562120000000002	0.09356624	0.04353938	0.09877348	0.2591772	0.09090573	0.13507320000000006	0.08762978	0.1312777	0.1531963	0.1824354	0.117776	0.1416078	0.1695368	0.2069074	0.06785854	0.1649158	0.2093266	0.13862049999999998	0.04670276	0.08028504	0.06410818	0.13282679999999994	0.2473929
cg07812887	0.7586088000000001	0.7964568000000001	0.7590438	0.8276653	0.7451076	0.7522288	0.8741104999999999	0.5736211999999999	0.8499078000000001	0.8361801	0.8188297	0.6461755	0.6967127	0.7736175999999999	0.6841600999999999	0.8410685999999999	0.8062998	0.6245241	0.8434065999999999	0.7148594	0.6882119999999999	0.7596739	0.6622233000000001	0.6798154000000001	0.7919917	0.6958896999999999	0.8407493	0.8500780000000001	0.5559376	0.5598941	0.79083	0.6460639	0.8126099	0.5864102	0.6805384	0.6823	0.7419348000000001	0.7765236	0.7428819999999999	0.7162898	0.7242967	0.7232333000000001	0.8249373	0.8037819	0.5303996	0.7694401999999999	0.8489815999999999	0.7209106	0.7059259	0.834995	0.7899130999999999	0.7406903	0.8293229	0.5722758000000001	0.5158089	0.5057803	0.5242095	0.6190245	0.6518115	0.5270551	0.6378268	0.620099	0.5722428	0.5838865	0.5485124	0.5977826	0.5325286	0.5688552	0.5622656	0.5744857	0.5503621999999999	0.5610482	0.5358943	0.5718914	0.5229969	0.6263941	0.5456333000000001	0.5593494999999999	0.5054622999999999
cg17942806	0.8127587	0.7645079	0.8168173000000001	0.8400396000000001	0.7171758	0.8140578	0.8766155999999999	0.7809904999999999	0.8378511000000001	0.8100384	0.8323841000000001	0.7801788000000001	0.8437715	0.826749	0.6667132	0.8386851999999999	0.7727696	0.8381734000000001	0.8385017	0.7576125	0.7622422	0.7687648	0.8538572	0.8042382	0.7530368000000001	0.7848938	0.7905135999999999	0.8494226	0.7699054	0.7803627	0.7903339	0.8631094000000001	0.8045189	0.8088483	0.7608498	0.8446435999999999	0.8103665	0.7856069	0.7903883	0.7869316999999999	0.7129804	0.7670499	0.8343221	0.7889988	0.8432257	0.8243411	0.8476573000000001	0.8468786	0.8074095	0.7913187	0.7417076	0.8285209000000001	0.8163876999999999	0.6904988000000001	0.6547345999999999	0.7204129	0.6345423000000001	0.7245212	0.7193906999999999	0.598476	0.7304736	0.6995783	0.6361489	0.6453218000000001	0.6460974	0.7592705	0.6919320999999999	0.7224849	0.7134971999999999	0.6915802	0.6506172	0.7347451	0.684305	0.6942548000000001	0.6355852	0.7444513	0.6481517	0.6205970999999999	0.6901574
ch.20.209864F	0.08314095	0.07157421	0.03966506	0.09597851	0.1044472	0.12092269999999998	0.04185629	0.01970348	0.02873111	0.1214041	0.04585666	0.05585796	0.08097367	0.0712779	0.1349932	0.08535969	0.07096425	0.1083271	0.04949812	0.07396425	0.06479607	0.08486317	0.04673732	0.1214298	0.06547415	0.0494756	0.05558177	0.04155808	0.12753810000000002	0.07208318	0.04488509	0.05705574	0.07736143	0.06565174	0.209459	0.06570873	0.06117012	0.07034859	0.06913584	0.103071	0.0503953	0.07490160000000001	0.02018841	0.1173877	0.08830338	0.1142897	0.04157714	0.0803538	0.06292421	0.07343756	0.1214267	0.08784457	0.04448657	0.2437041	0.2873004	0.2944425	0.2260374	0.0963901	0.2325607	0.3045549	0.26953590000000005	0.2606059	0.2202134	0.2461449	0.2656378	0.2471648	0.1795501	0.2415609	0.3274167	0.264122	0.16057570000000002	0.266671	0.2176121	0.2903848	0.21725100000000006	0.1327432	0.1953247	0.2262252	0.3740349
ch.4.154139216R	0.09833439	0.07103156	0.04181837	0.0646866	0.07644136	0.1345149	0.03550636	0.04081881	0.05155452	0.08469284	0.04554944	0.02788346	0.06285054	0.06544641	0.112131	0.1171775	0.08725954	0.1157971	0.07248913	0.07763602	0.09977264	0.1033418	0.05843702	0.07369759	0.06908074	0.06239988	0.07038455	0.03354603	0.06942078	0.05464265	0.04837042	0.08172232	0.06547257	0.06403243	0.16186760000000006	0.1068318	0.05904185	0.02769125	0.06377438	0.09667532	0.08993074	0.04887204	0.02079486	0.1588106	0.08823976	0.06076558	0.07696272	0.0636991	0.07401607	0.08493318	0.09022412	0.09484868	0.05497385	0.2114296	0.145469	0.1992708	0.1401799	0.09111754	0.1121287	0.28262750000000003	0.1794631	0.201269	0.1373244	0.17543599999999998	0.1408552	0.1519073	0.1216904	0.15899370000000002	0.184129	0.1808272	0.1049509	0.24221	0.17340450000000002	0.1864414	0.1423944	0.09581768	0.142811	0.13459300000000002	0.2303007
ch.1.201279582R	0.08114097	0.04470383	0.05670765	0.06855454	0.05634074	0.06013087	0.03677728	0.0405363	0.01573585	0.06916456	0.05589555	0.02507634	0.06654974	0.03924171	0.1220963	0.04700165	0.06276026	0.0432731	0.04621923	0.05907965	0.07336784	0.05922311	0.04704366	0.04528663	0.05058151	0.02946887	0.03554967	0.02544089	0.06651907	0.03540628	0.01599212	0.04740066	0.02685903	0.04029203	0.1282114	0.05960352	0.03507017	0.02168526	0.07417884	0.06441917	0.03618136	0.02078235	0.01712747	0.07011563	0.06913586	0.05810880000000001	0.04956579	0.05523961	0.07060638	0.04817743	0.0887981	0.06827334	0.02810657	0.160497	0.1419536	0.16035329999999998	0.1307211	0.07256939	0.1175863	0.22344	0.1391348	0.1747721	0.1136327	0.12769860000000002	0.1291299	0.1218944	0.09445629	0.1630014	0.14264100000000002	0.1492046	0.06217913	0.1897692	0.1230568	0.122554	0.1144787	0.06385534	0.08733027	0.1174031	0.1460316
cg07471614	0.6052554	0.5648161	0.6753494999999999	0.6433278	0.4816689	0.6184909000000001	0.6611028	0.6938472	0.7209583	0.7425982	0.6877406	0.5639400999999999	0.7355648	0.610267	0.4671638	0.7476873	0.6226965999999999	0.7543152	0.6950163	0.3902686	0.6296769	0.6155476	0.785862	0.6324181	0.6551834	0.6621999	0.7092939	0.6904811	0.5417401	0.6008998000000001	0.6005550000000001	0.7251546	0.6118799	0.6656488	0.4125761	0.7246666	0.6173877	0.6587566999999999	0.6509488	0.5071880999999999	0.5928071	0.5220187	0.6953465	0.3583322	0.583201	0.5904746	0.6431107	0.6848536	0.6296146	0.6209779000000001	0.6920202	0.5727032	0.6384129	0.349277	0.2402629	0.2797978	0.2803544000000001	0.4018736	0.3560574	0.3392651	0.3642114	0.3324719	0.2116822	0.3421735	0.3332297	0.3817052	0.3271011	0.32927	0.3247688	0.23639520000000006	0.2616836	0.3355261	0.2946711	0.2748238	0.28836740000000005	0.36895	0.2695795	0.32683670000000004	0.2648368
cg03745491	0.6298611999999999	0.5284559	0.31204540000000003	0.7689291	0.5988829999999999	0.6728703	0.8390261999999998	0.8070431	0.7358909	0.6808069999999999	0.6786222	0.6336784000000001	0.5940955	0.7160960999999999	0.5464396	0.6590063	0.7126888000000001	0.8471223	0.7996225	0.5098600999999999	0.6275879	0.4422453	0.1992711	0.5206134	0.5808869000000001	0.254002	0.5220616	0.6292159	0.4085749	0.4570442	0.6769278000000001	0.6418060999999999	0.5472967	0.4808852	0.5083749	0.7255387	0.6142707	0.5242710999999999	0.6924425999999999	0.5561616	0.4844998	0.32309720000000003	0.7427895999999999	0.5264669	0.725721	0.6815369000000001	0.7598118	0.5279443	0.600685	0.725396	0.6755541	0.5889831	0.5727435000000001	0.3186245	0.3384336	0.32654720000000004	0.3117993	0.4482632	0.3848808	0.34639200000000003	0.3954569000000001	0.374042	0.273604	0.3211716	0.3384188	0.4170304	0.3135578	0.3370465	0.3310955	0.2888023	0.398419	0.3203493	0.3193554	0.3377535	0.31702470000000005	0.4717667	0.31190359999999995	0.3573432	0.3041458
cg19735457	0.9412386	0.9126905	0.9186193	0.9448724	0.8854174000000001	0.9106987	0.9088365	0.9279421999999998	0.9159489	0.9377291	0.9220454	0.9299506	0.9358418	0.9237887	0.8945586999999999	0.9078281	0.8887149	0.9074131	0.918546	0.9247431	0.8880524999999999	0.8941536	0.9330043	0.914775	0.9112972	0.9096791	0.9194586	0.9166187	0.9296328	0.9067264000000002	0.9085761999999998	0.9364788	0.898567	0.9211636	0.9182456	0.8951058000000001	0.9488165	0.9081776	0.9059845	0.8421199	0.9024173	0.9180019	0.9202566	0.8598598	0.9275373	0.8953888000000001	0.9289842	0.9011868	0.9153842	0.8849995999999999	0.906471	0.8846223	0.8936045	0.8153718000000001	0.8781224	0.8498684999999999	0.800076	0.8721315000000001	0.8847294	0.7838053	0.8986111999999999	0.8619440999999999	0.8413497999999999	0.8062688	0.8540711999999999	0.8316440999999999	0.8699578000000001	0.8657921999999999	0.7830209	0.8207393	0.8519099	0.8155425999999999	0.7777776	0.8231096999999999	0.8773535	0.8533314000000001	0.8729901	0.8001516	0.776241
cg24467337	0.4486345000000001	0.1627049	0.1619345	0.1844493	0.1781277	0.1938283	0.09427408	0.05299706	0.3444792	0.250817	0.07609032	0.12109	0.04038073	0.1375617	0.2091542	0.3936579	0.1842265	0.04814514	0.0786228	0.2338661	0.1139877	0.07063244	0.1094924	0.2321361	0.155195	0.14647829999999998	0.08509432	0.1026407	0.2425234	0.1164351	0.1062967	0.0931576	0.2271441	0.06361885	0.2753119	0.08726136	0.1236221	0.1133652	0.1031783	0.2744447	0.15539879999999998	0.1453172	0.191136	0.1168885	0.1289866	0.2034898	0.06520424	0.0812125	0.4964444000000001	0.12909160000000006	0.2171061	0.13424570000000002	0.18625770000000005	0.4612115	0.2763644	0.3887756	0.2114427	0.2094825	0.3587328	0.5045801999999999	0.3452896	0.3103908	0.3267074	0.2420479	0.4312571	0.3460028	0.194046	0.35301209999999994	0.3069231	0.3850783	0.207922	0.4045479	0.3624126	0.4467917	0.2333857	0.239863	0.2673242	0.2744822	0.4792657
cg25326952	0.5047827	0.5870757	0.5753216999999999	0.6234526999999999	0.5154781	0.6115056999999999	0.6705698	0.4573483	0.6420236	0.5959504	0.5531636	0.467685	0.6827444	0.5134293	0.4405505	0.6558374	0.5623758000000001	0.6332585999999999	0.6657367	0.3610162	0.5736344	0.475585	0.7083268	0.4943706	0.5243720000000001	0.5343128	0.7149981	0.6810457	0.4716209	0.5996081	0.568839	0.5558616999999999	0.4875283	0.5780550999999999	0.4161539000000001	0.5856531999999999	0.6517594	0.613359	0.5752558000000001	0.4612378	0.4911895000000001	0.5929239000000001	0.7027853000000001	0.3787933	0.5264069	0.5081654999999999	0.5644316999999999	0.5553864000000001	0.4433675	0.5694706	0.5026293	0.5183028000000001	0.6154898	0.2995625	0.3747044000000001	0.240692	0.2654878	0.3481808	0.2994495	0.3903508	0.373327	0.3367151	0.3092583	0.33208540000000003	0.2840081	0.31283190000000005	0.3266015	0.2887343	0.3418974	0.2695568	0.377079	0.2850801	0.2566647	0.3488308	0.2808751	0.3381087	0.3701747	0.2874603	0.2704305
cg12830671	0.8310985000000001	0.7884543	0.760387	0.7525527	0.7421939000000001	0.7841439	0.7714773	0.8024435999999999	0.7747823	0.7593295999999999	0.7621666	0.6356177	0.8450457	0.7267366999999999	0.6069236	0.8510575	0.7490464	0.7949710999999999	0.7982279999999999	0.5925835	0.7027310999999999	0.6814808000000001	0.8404115	0.5826798000000001	0.6964772	0.7657063000000001	0.836226	0.7731432	0.7390831	0.694145	0.6042056	0.7854804	0.7810314	0.4071346	0.6595064	0.4932251	0.7507337	0.8383464	0.7179656	0.5995062	0.7718118	0.7449333	0.8032965999999999	0.5140608	0.8210287000000001	0.763512	0.7001586999999999	0.7847576999999999	0.8292579	0.6758071	0.7649359	0.7380369000000001	0.7505599000000001	0.5317128000000001	0.5594873	0.4770156	0.504081	0.6207335	0.6316496	0.4602265	0.603642	0.49933	0.5278206	0.5498323	0.4992025	0.4696788	0.5343717	0.5120689	0.5305181	0.4048484000000001	0.5066075	0.4335476	0.4177559	0.5084213	0.6411104000000001	0.5757222	0.5513523	0.4988558	0.4264669
cg05845376	0.7216128	0.7789423000000001	0.7427934	0.7404994	0.7663744	0.7103086	0.9493708	0.9292595	0.8139889	0.8093398	0.7971116	0.7825211	0.9224899	0.8664598	0.5780974	0.7797895	0.8668009	0.9634437	0.9236122	0.6378055	0.8364314	0.8041971	0.8969043	0.6496951	0.8634753000000001	0.8169806	0.902222	0.8676843000000001	0.7285728	0.795166	0.7647501	0.9046513	0.7596261999999999	0.921616	0.6415746999999999	0.9053705	0.7676305999999999	0.8459525999999999	0.755459	0.7728764	0.7515363	0.7412378000000001	0.8379749	0.7483108	0.8921688	0.7727703	0.8798668	0.812529	0.7430886999999999	0.8422361999999999	0.7301462	0.7459001999999999	0.8631082	0.4750238000000001	0.32486940000000003	0.4347017	0.3545775	0.5619586999999999	0.5132566	0.5938763000000001	0.6803085	0.5624578	0.3936544	0.5720273	0.4051325	0.5551329	0.4247869000000001	0.5948336	0.539319	0.5777844	0.38517	0.455338	0.4183209	0.5620353	0.4271960999999999	0.6085085	0.5868523	0.4870198000000001	0.5070125
cg27295595	0.7195031999999999	0.6004624	0.5442416999999999	0.6496241999999999	0.5201925999999999	0.4095531	0.7580053000000001	0.8289049999999999	0.7595681	0.7190198	0.7653664000000001	0.4980389	0.5439732	0.4771487	0.4936387	0.7382963	0.6481866	0.8580973	0.5039963	0.4639549	0.541769	0.7170711999999999	0.8080795000000001	0.5678799	0.6267188	0.6734680000000001	0.6830980999999999	0.6358533000000001	0.4220688	0.3931848	0.6584178	0.5184945	0.6880758000000001	0.5029804	0.4337475000000001	0.5283914000000001	0.67218	0.5421104	0.7110729	0.5059549	0.6396391	0.6090075	0.6102408	0.3596698	0.5271781999999999	0.6409894	0.5451871	0.6515691	0.5204416000000001	0.6064954	0.6402866	0.4586816	0.5853675	0.3030627	0.2063734	0.2388801	0.2816808	0.3196792	0.3134378	0.3202636	0.3347112	0.3168945	0.1796831	0.2933427	0.2320168	0.3755647	0.2126003	0.3116973	0.24998070000000006	0.2749423	0.2565176	0.2990058	0.2257064	0.2558333	0.185693	0.3487908	0.2131757	0.2696342	0.2033083
cg18398056	0.1212678	0.07931329	0.1179357	0.1205481	0.1494521	0.09628188	0.08635911	0.07961538	0.1089942	0.134186	0.1108268	0.04863196	0.07453738	0.09031912	0.1918457	0.06242081	0.1060739	0.2833231	0.07412526	0.1993403	0.175289	0.1451565	0.1164903	0.2341776	0.1031746	0.1707	0.0879176	0.03712545	0.1162779	0.1102556	0.08206566	0.16915650000000002	0.05923993	0.07305858	0.28200240000000004	0.1507068	0.09646717	0.07146323	0.09430981	0.1628905	0.08447852	0.04337456	0.04472055	0.2123957	0.1213322	0.15524000000000002	0.1271255	0.088523	0.07638688	0.1212178	0.1300048	0.1012693	0.07178479	0.3851861	0.2349808	0.2933385	0.30182070000000005	0.2016868	0.3288474	0.410135	0.2935282	0.3284015	0.30187620000000004	0.3747858	0.3350759	0.3472562	0.3165293	0.3189692	0.3337972	0.3696969	0.2771885	0.3808221	0.3900726	0.3313199	0.2718719	0.2575737	0.313787	0.32920759999999993	0.3735431
cg12801030	0.3877987	0.2880143	0.6559520000000001	0.3387366	0.3383712	0.2387759	0.2673645	0.17762560000000002	0.2553745	0.2825876	0.2256722	0.2299404	0.1353081	0.25885460000000005	0.3937536	0.29836890000000005	0.2318146	0.4185460999999999	0.157052	0.5486784	0.2425978	0.2128366	0.2320438	0.2829069	0.3415344	0.3268377	0.15420350000000002	0.1599691	0.3803865	0.2346538	0.2913199	0.2419399	0.2170404	0.1462108	0.4511012	0.2202269	0.20713	0.2357343	0.2171813	0.3271335	0.2121446	0.1985764	0.13123010000000002	0.3305002	0.2750884	0.2452185	0.2023782	0.3429777	0.3071165	0.204654	0.304157	0.2384451	0.189832	0.542877	0.6350339	0.5467811	0.394427	0.5166482	0.50793	0.5296004	0.51561	0.4837432	0.5647639	0.516766	0.5670468000000001	0.4381783	0.4582776	0.4973335	0.5641533000000001	0.5182078	0.4977416	0.6049523	0.4378352	0.5622833	0.4894020000000001	0.3883647	0.5638092	0.4325786	0.4327779000000001
cg26935168	0.5395316	0.520806	0.4631853	0.4929479000000001	0.4353394	0.5866573	0.5152609	0.6543313000000001	0.6187518	0.5543619000000001	0.4690368	0.4370912	0.7334655999999999	0.4524642	0.4245253	0.6068574999999999	0.4994560000000001	0.3716497	0.4842789000000001	0.3256105	0.4713359	0.3655827	0.5167563000000001	0.3565732	0.5468784999999999	0.5744851	0.3861835	0.6478626000000001	0.3241473	0.5120304	0.5683225000000001	0.3648262	0.4892738	0.2569723	0.3942161	0.5114206	0.5540781	0.5833093	0.5021862	0.4275993	0.4868982	0.5190277	0.5942493000000001	0.4721835999999999	0.3397441	0.5094191	0.5966294	0.4249877	0.4314628	0.4676996	0.4859792000000001	0.4512775	0.5207719	0.2994057	0.239311	0.2768031	0.2893894	0.3291897	0.3072475	0.3411046	0.3426283	0.3435948	0.2196777	0.32924050000000005	0.2778291	0.3538795	0.2977463	0.3040268	0.2920673	0.28483390000000003	0.2802577	0.301449	0.3409227	0.3083717	0.2304749	0.3148339000000001	0.2761856	0.2873578	0.3024462
cg13393793	0.7775970999999999	0.7349168	0.7345973000000001	0.7956306	0.6516258	0.7558458	0.8508450000000001	0.6947576999999999	0.7907065	0.8446288000000001	0.8058377	0.7142523000000001	0.8565316999999999	0.7044263000000001	0.6984931	0.6948668	0.8000935	0.8255016	0.8217824	0.7340055	0.753555	0.7806169	0.8080784000000001	0.7729657	0.7258247	0.7479028	0.7712326999999999	0.7586609000000001	0.7085428	0.7009395	0.702422	0.7983102	0.769057	0.7343345	0.6476851	0.8255606	0.7438259	0.7300943	0.7353851	0.6594859000000001	0.6702876999999999	0.7656881	0.7727854000000001	0.7417355999999999	0.8144309000000001	0.7667046999999999	0.8324664	0.7454208000000001	0.7400267	0.7714723000000001	0.7143319	0.7480475999999999	0.7881311	0.5586279000000001	0.6298357	0.5226293	0.4982808	0.5660523000000001	0.5868648	0.5162576	0.5938032	0.600592	0.550435	0.554908	0.5532205	0.6041674	0.559279	0.5796725	0.5523464	0.5493324	0.633786	0.5601119999999999	0.5350429	0.5711221	0.5406522	0.5898522	0.5442974	0.4919222	0.5081376
cg18690385	0.8532774	0.8432958	0.8725469000000001	0.8337318000000001	0.8185601	0.8156449	0.8633742	0.8749165000000001	0.8401715	0.7958518	0.8639809000000002	0.8113618	0.8586636999999999	0.8801938	0.6896419	0.8736554	0.8282466999999999	0.8764531999999999	0.842944	0.7753029	0.7987859	0.8461	0.8436912	0.8160149999999999	0.858978	0.8460245999999999	0.8383831	0.8852730999999999	0.8391984	0.8058396	0.8197314	0.8908573000000001	0.8462136	0.8460108000000001	0.7514486	0.8047731	0.8042639	0.8659004000000001	0.8020352	0.7697349	0.8334205	0.8485021	0.8643837999999999	0.7870706999999999	0.8697726999999998	0.7855265	0.8330656999999999	0.8580950999999999	0.8058389	0.8107092	0.8504368	0.8169906	0.8725628000000001	0.6820168000000001	0.7323934	0.6515396	0.6694153	0.7606584	0.7239376000000001	0.5793633	0.678638	0.7175059	0.6993623000000001	0.7396893	0.624631	0.7172374	0.6516904	0.6910003	0.7017595999999999	0.6683649	0.6898930999999999	0.6669214	0.645888	0.655087	0.7678396	0.6859484	0.7391973000000001	0.6932116999999999	0.6214202
cg21374324	0.7593285	0.7073222	0.7836820999999999	0.8248605	0.6380762	0.7300515000000001	0.8563704	0.5434607	0.7470564000000001	0.8020592	0.8258945	0.7079318	0.825966	0.7044003000000001	0.6615654000000001	0.6978009	0.7612169	0.7883838000000001	0.8163435	0.6957653	0.7643958000000001	0.7794138	0.5559368	0.7419649	0.7709771	0.7221171999999999	0.7673970999999999	0.7833433000000001	0.6856964	0.5957618	0.6992	0.8503040000000001	0.6504314999999999	0.7351748	0.6057416999999999	0.8237879000000001	0.7099675	0.7012772	0.7905853	0.6437729	0.648882	0.7309329000000001	0.729823	0.7195693	0.8440890999999999	0.8191369000000001	0.8172494	0.7765139	0.7382291999999999	0.7604814999999999	0.7243319	0.7444844	0.7229061	0.5148008	0.5960602	0.5019137	0.4850178	0.5527556	0.5664155	0.5003372	0.579122	0.5391275999999999	0.493737	0.5091760000000001	0.518113	0.5830043	0.5464627	0.5481661999999999	0.5125349	0.5199085999999999	0.5734471	0.5309808000000001	0.5014566	0.5338066999999999	0.5007457999999999	0.5522395999999999	0.4840965999999999	0.4715996	0.4670221
cg14789818	0.7051494	0.6900913000000001	0.5807047	0.717594	0.5631351	0.7672399000000001	0.6852283	0.8973521999999999	0.7566012	0.8003732	0.7737453000000001	0.6674975999999999	0.8594632	0.6378069000000001	0.4651756	0.7360376000000001	0.6979465	0.8232753	0.7862611999999999	0.4837421	0.716304	0.6428658	0.6718512	0.5098327	0.6596451	0.7253128000000001	0.7000353	0.8792795	0.6417198000000001	0.6731842	0.6547665	0.8486200999999999	0.7136823	0.8415085999999999	0.5401806	0.7077088	0.6836214	0.8093094	0.7421929	0.5504748	0.7191673000000001	0.7118608000000001	0.7808813	0.6668574	0.7923403	0.6652269000000001	0.7321092	0.6847911	0.6359606	0.6852685000000001	0.7814019	0.6481599	0.6689168000000001	0.380773	0.2369343	0.3114925	0.4506939	0.4373566	0.5304573	0.4898746	0.4440853	0.4752712000000001	0.294468	0.4463965999999999	0.4333744000000001	0.4604345	0.3954549000000001	0.6093546	0.3274612	0.29547890000000004	0.2860709	0.3538047	0.4042548	0.2795015	0.3631722	0.3701117	0.28530170000000005	0.3869372	0.355005
ch.3.82264484R	0.04869436	0.03457011	0.05651128	0.05366986	0.02977275	0.1039411	0.03680893	0.03264539	0.01200478	0.05764999	0.03581705	0.02013449	0.0453686	0.03827213	0.07481537	0.0430333	0.05939313	0.05890568	0.0228827	0.03373176	0.03923095	0.04649607	0.03667895	0.05484722	0.05440751	0.02440018	0.01852695	0.02376546	0.06155448	0.03216805	0.03159052	0.06294928	0.03378667	0.03481629	0.05677187	0.04424504	0.03181945	0.01899463	0.04494244	0.06072957	0.02870596	0.02394089	0.01834695	0.06321461	0.042156300000000015	0.0664083	0.03695927	0.04782134	0.04966351	0.04795067	0.0473385	0.04031123	0.02140695	0.1003432	0.06924183	0.1001739	0.08234422	0.0406935	0.06257938	0.1166641	0.07618722	0.1043418	0.05172896	0.07335384	0.09442989	0.05676273	0.05598382	0.09156173	0.07835609	0.07050481	0.05132113	0.09061582	0.08343608	0.08525082	0.05832127	0.04929324	0.03632618	0.06595647	0.12021389999999997
cg22999989	0.5854130999999999	0.5876443	0.6457281	0.6852643	0.5555260000000001	0.7350485999999999	0.7463751000000001	0.3922096	0.6140124	0.6248364000000001	0.7022227	0.6386189999999999	0.6482275	0.6272156	0.5380949	0.4635839	0.608582	0.6247611999999999	0.6776488	0.6140243000000001	0.6057174	0.6004236	0.7118644000000001	0.5869024	0.5790455	0.5734807	0.6293036	0.6727249	0.6059161999999999	0.6141416000000001	0.6559604	0.7091824000000001	0.5920683000000001	0.6038074000000001	0.5588705	0.6635087	0.6272758	0.6146828000000001	0.6282222	0.5212477	0.5343358	0.5408633	0.7178705	0.5934696	0.6854574999999999	0.648575	0.7001586999999999	0.6425204999999999	0.6477901999999999	0.6741511	0.6341701	0.6490912	0.7127123000000001	0.4630937	0.5231894	0.4215075	0.4421229	0.5502077	0.5196566	0.4219130999999999	0.5351697	0.4784044	0.4808986	0.5014034	0.4251632000000001	0.4626683	0.4900305	0.4337085	0.4831511	0.4308039000000001	0.5357755999999999	0.4533208	0.4482749	0.4340177	0.4645755	0.5006183	0.4918182	0.4559104000000001	0.4229046
cg00845775	0.8117171999999999	0.7074403	0.8338211	0.8124752	0.6353908	0.7650095	0.8894747	0.8361794	0.7203401999999999	0.8536601999999999	0.8181049	0.7335576	0.8229857	0.7330673000000001	0.7843859999999999	0.7052286	0.8231831000000001	0.8700367	0.8574091	0.7603295999999999	0.8262154	0.7630248000000001	0.8432540999999999	0.7525455	0.8242306999999999	0.7293129	0.7571369000000001	0.8204077	0.7255344	0.614051	0.6989941999999999	0.8475652	0.7731833	0.8066131999999999	0.6790351	0.8679754000000001	0.7621292	0.7854548000000001	0.774885	0.6818843000000001	0.7162877	0.7366878000000001	0.7847998	0.7129134	0.7962375	0.8417391	0.8652479999999999	0.818964	0.7692121999999999	0.8089976999999999	0.7385784000000001	0.7837875	0.7852416999999999	0.5545763000000001	0.6810762	0.5401587	0.5362566	0.6182808000000001	0.5961768	0.5468413000000001	0.6164694000000001	0.5926735	0.5052837	0.536416	0.5860927	0.5729460999999999	0.5364215999999999	0.5977011999999999	0.5459136	0.5106901	0.6303105	0.5844595	0.5209851	0.5671956	0.5043414	0.5944155	0.5349887	0.4979622	0.522313
cg05331856	0.2096512	0.2368564	0.2726068	0.32178640000000003	0.29607690000000003	0.5695241999999999	0.3786531	0.1377654	0.15284979999999998	0.3029803	0.3089041	0.2972736	0.1624233	0.30434320000000004	0.4045925	0.1239989	0.3515823	0.2507775	0.35275120000000004	0.4431117	0.3041312	0.3012322	0.1607438	0.4410363000000001	0.3723286	0.1747703	0.1792788	0.307732	0.4472678	0.2717436	0.2321316	0.205742	0.1759628	0.2784843	0.4795430000000001	0.3484599	0.251777	0.2357069	0.34412459999999995	0.4193741	0.2654881	0.2008004	0.1870813	0.3837297	0.2213864	0.556193	0.3049238	0.3393418	0.3597502	0.3264635	0.3812273	0.3849628	0.2684078	0.6197028	0.5984904000000001	0.5897703000000001	0.5236590999999999	0.4005449	0.5532326999999999	0.5882499	0.5068251	0.6055623	0.5610199	0.5328897	0.6070955	0.5660930999999999	0.4159752	0.5612339	0.5743116	0.590763	0.4490455	0.6114531999999999	0.5228984999999999	0.5685791	0.4799244000000001	0.4164272	0.4963644	0.5114777	0.5983343000000001
